ymdhm,Label
2022-05-31 23:50,294.0678577894783
2022-06-01 0:00,293.29102093766176
2022-06-01 0:10,284.67825570754525
2022-06-01 0:20,266.14338267685804
2022-06-01 0:30,268.03556479633215
2022-06-01 0:40,276.2932688846591
2022-06-01 0:50,276.2932688846591
2022-06-01 1:00,276.2932688846591
2022-06-01 1:10,269.15222864965153
2022-06-01 1:20,263.6854456728845
2022-06-01 1:30,265.96712942981804
2022-06-01 1:40,275.0809329556102
2022-06-01 1:50,278.58620986663726
2022-06-01 2:00,282.04692378596496
2022-06-01 2:10,282.04692378596496
2022-06-01 2:20,282.04692378596496
2022-06-01 2:30,278.58620986663726
2022-06-01 2:40,274.2077606880473
2022-06-01 2:50,267.8841866971397
2022-06-01 3:00,266.99819581347805
2022-06-01 3:10,264.7829467871993
2022-06-01 3:20,263.2510285610982
2022-06-01 3:30,265.01999199519844
2022-06-01 3:40,263.6854456728845
2022-06-01 3:50,263.6854456728845
2022-06-01 4:00,262.74385499097406
2022-06-01 4:10,262.74385499097406
2022-06-01 4:20,264.1160627742683
2022-06-01 4:30,265.6240549412733
2022-06-01 4:40,265.07294460461145
2022-06-01 4:50,266.99819581347805
2022-06-01 5:00,274.2077606880473
2022-06-01 5:10,270.08756939733297
2022-06-01 5:20,270.08756939733297
2022-06-01 5:30,266.99819581347805
2022-06-01 5:40,266.99819581347805
2022-06-01 5:50,265.07294460461145
2022-06-01 6:00,265.18423152358986
2022-06-01 6:10,265.18423152358986
2022-06-01 6:20,263.56068300512885
2022-06-01 6:30,264.7829467871993
2022-06-01 6:40,264.1160627742683
2022-06-01 6:50,263.56068300512885
2022-06-01 7:00,264.7829467871993
2022-06-01 7:10,264.1160627742683
2022-06-01 7:20,265.6240549412733
2022-06-01 7:30,271.2068435067933
2022-06-01 7:40,274.494373758817
2022-06-01 7:50,278.8906421788404
2022-06-01 8:00,278.58620986663726
2022-06-01 8:10,278.58620986663726
2022-06-01 8:20,282.04692378596496
2022-06-01 8:30,282.04692378596496
2022-06-01 8:40,282.04692378596496
2022-06-01 8:50,278.58620986663726
2022-06-01 9:00,275.0809329556102
2022-06-01 9:10,268.5993738993712
2022-06-01 9:20,295.25267955054966
2022-06-01 9:30,295.6815197059093
2022-06-01 9:40,312.45735252885765
2022-06-01 9:50,328.0284188706735
2022-06-01 10:00,339.6358398417808
2022-06-01 10:10,339.6358398417808
2022-06-01 10:20,343.72346585302427
2022-06-01 10:30,319.7018557648697
2022-06-01 10:40,312.45735252885765
2022-06-01 10:50,306.3531641605323
2022-06-01 11:00,295.6815197059093
2022-06-01 11:10,297.4684750495338
2022-06-01 11:20,285.9118516758308
2022-06-01 11:30,270.08756939733297
2022-06-01 11:40,288.8306002551599
2022-06-01 11:50,304.30377639478286
2022-06-01 12:00,311.49822429520043
2022-06-01 12:10,314.4401255183984
2022-06-01 12:20,311.49822429520043
2022-06-01 12:30,303.2619951942061
2022-06-01 12:40,293.29102093766176
2022-06-01 12:50,294.0678577894783
2022-06-01 13:00,288.8306002551599
2022-06-01 13:10,275.0809329556102
2022-06-01 13:20,267.8841866971397
2022-06-01 13:30,275.0809329556102
2022-06-01 13:40,278.58620986663726
2022-06-01 13:50,282.9375071705645
2022-06-01 14:00,282.04692378596496
2022-06-01 14:10,282.9375071705645
2022-06-01 14:20,282.9375071705645
2022-06-01 14:30,284.67825570754525
2022-06-01 14:40,284.67825570754525
2022-06-01 14:50,288.8306002551599
2022-06-01 15:00,282.04692378596496
2022-06-01 15:10,288.8306002551599
2022-06-01 15:20,282.04692378596496
2022-06-01 15:30,264.1160627742683
2022-06-01 15:40,265.18423152358986
2022-06-01 15:50,265.6240549412733
2022-06-01 16:00,264.7829467871993
2022-06-01 16:10,265.07294460461145
2022-06-01 16:20,267.430266781773
2022-06-01 16:30,267.8841866971397
2022-06-01 16:40,270.08756939733297
2022-06-01 16:50,278.58620986663726
2022-06-01 17:00,278.58620986663726
2022-06-01 17:10,274.2077606880473
2022-06-01 17:20,267.8841866971397
2022-06-01 17:30,270.08756939733297
2022-06-01 17:40,266.99819581347805
2022-06-01 17:50,267.8841866971397
2022-06-01 18:00,267.8841866971397
2022-06-01 18:10,267.430266781773
2022-06-01 18:20,264.98348898948774
2022-06-01 18:30,264.1160627742683
2022-06-01 18:40,263.56068300512885
2022-06-01 18:50,265.07294460461145
2022-06-01 19:00,264.7829467871993
2022-06-01 19:10,264.1160627742683
2022-06-01 19:20,264.7829467871993
2022-06-01 19:30,265.07294460461145
2022-06-01 19:40,267.8841866971397
2022-06-01 19:50,267.430266781773
2022-06-01 20:00,265.96712942981804
2022-06-01 20:10,267.8841866971397
2022-06-01 20:20,266.99819581347805
2022-06-01 20:30,267.8841866971397
2022-06-01 20:40,264.1160627742683
2022-06-01 20:50,266.14338267685804
2022-06-01 21:00,264.0366583716294
2022-06-01 21:10,264.98348898948774
2022-06-01 21:20,264.1160627742683
2022-06-01 21:30,264.7829467871993
2022-06-01 21:40,264.7829467871993
2022-06-01 21:50,273.11385292023124
2022-06-01 22:00,295.25267955054966
2022-06-01 22:10,299.2353772943399
2022-06-01 22:20,298.9468927344855
2022-06-01 22:30,295.6815197059093
2022-06-01 22:40,307.8223785895199
2022-06-01 22:50,307.8223785895199
2022-06-01 23:00,299.3048921934938
2022-06-01 23:10,297.8606945872882
2022-06-01 23:20,263.6854456728845
2022-06-01 23:30,278.58620986663726
2022-06-01 23:40,293.29102093766176
2022-06-01 23:50,304.30377639478286
2022-06-02 0:00,301.3780613196042
2022-06-02 0:10,301.3780613196042
2022-06-02 0:20,299.44430733394404
2022-06-02 0:30,289.5117539228666
2022-06-02 0:40,282.04692378596496
2022-06-02 0:50,264.3395892127408
2022-06-02 1:00,269.15222864965153
2022-06-02 1:10,276.2932688846591
2022-06-02 1:20,290.94676755021743
2022-06-02 1:30,276.2932688846591
2022-06-02 1:40,276.2932688846591
2022-06-02 1:50,268.03556479633215
2022-06-02 2:00,264.7829467871993
2022-06-02 2:10,270.08756939733297
2022-06-02 2:20,270.08756939733297
2022-06-02 2:30,282.04692378596496
2022-06-02 2:40,282.04692378596496
2022-06-02 2:50,278.58620986663726
2022-06-02 3:00,282.04692378596496
2022-06-02 3:10,275.0809329556102
2022-06-02 3:20,270.08756939733297
2022-06-02 3:30,270.13180604691354
2022-06-02 3:40,264.0366583716294
2022-06-02 3:50,262.74385499097406
2022-06-02 4:00,263.6854456728845
2022-06-02 4:10,263.56068300512885
2022-06-02 4:20,263.56068300512885
2022-06-02 4:30,264.1160627742683
2022-06-02 4:40,262.74385499097406
2022-06-02 4:50,265.21691161797696
2022-06-02 5:00,267.430266781773
2022-06-02 5:10,268.5993738993712
2022-06-02 5:20,267.8841866971397
2022-06-02 5:30,267.8841866971397
2022-06-02 5:40,267.8841866971397
2022-06-02 5:50,262.94492055322644
2022-06-02 6:00,264.1160627742683
2022-06-02 6:10,264.7829467871993
2022-06-02 6:20,263.6854456728845
2022-06-02 6:30,263.2510285610982
2022-06-02 6:40,268.03556479633215
2022-06-02 6:50,263.6854456728845
2022-06-02 7:00,263.6854456728845
2022-06-02 7:10,263.6854456728845
2022-06-02 7:20,265.18423152358986
2022-06-02 7:30,264.1160627742683
2022-06-02 7:40,264.7829467871993
2022-06-02 7:50,264.1160627742683
2022-06-02 8:00,265.18423152358986
2022-06-02 8:10,264.1160627742683
2022-06-02 8:20,264.1160627742683
2022-06-02 8:30,263.56068300512885
2022-06-02 8:40,263.56068300512885
2022-06-02 8:50,263.6854456728845
2022-06-02 9:00,263.6854456728845
2022-06-02 9:10,263.6854456728845
2022-06-02 9:20,264.7829467871993
2022-06-02 9:30,282.9375071705645
2022-06-02 9:40,289.5117539228666
2022-06-02 9:50,264.0366583716294
2022-06-02 10:00,295.25267955054966
2022-06-02 10:10,301.9808620619411
2022-06-02 10:20,306.3531641605323
2022-06-02 10:30,311.36519324064454
2022-06-02 10:40,312.45735252885765
2022-06-02 10:50,319.27777114452124
2022-06-02 11:00,319.27777114452124
2022-06-02 11:10,311.36519324064454
2022-06-02 11:20,311.36519324064454
2022-06-02 11:30,299.2534704011132
2022-06-02 11:40,296.08558725152545
2022-06-02 11:50,292.97104136569504
2022-06-02 12:00,264.7829467871993
2022-06-02 12:10,282.9375071705645
2022-06-02 12:20,282.9375071705645
2022-06-02 12:30,314.4401255183984
2022-06-02 12:40,314.4401255183984
2022-06-02 12:50,311.49822429520043
2022-06-02 13:00,311.49822429520043
2022-06-02 13:10,309.2526801863035
2022-06-02 13:20,294.0678577894783
2022-06-02 13:30,282.04692378596496
2022-06-02 13:40,278.58620986663726
2022-06-02 13:50,267.430266781773
2022-06-02 14:00,267.8841866971397
2022-06-02 14:10,265.96712942981804
2022-06-02 14:20,275.0809329556102
2022-06-02 14:30,275.0809329556102
2022-06-02 14:40,274.2077606880473
2022-06-02 14:50,275.0809329556102
2022-06-02 15:00,282.04692378596496
2022-06-02 15:10,278.8906421788404
2022-06-02 15:20,282.04692378596496
2022-06-02 15:30,289.5117539228666
2022-06-02 15:40,282.9375071705645
2022-06-02 15:50,282.9375071705645
