ymdhm,Label
2022-05-31 23:50,306.3969545834095
2022-06-01 0:00,305.0252354494481
2022-06-01 0:10,297.13594454924475
2022-06-01 0:20,274.6370905311732
2022-06-01 0:30,281.03136240114435
2022-06-01 0:40,292.92246389051866
2022-06-01 0:50,297.41757389498224
2022-06-01 1:00,292.92246389051866
2022-06-01 1:10,288.3886610225362
2022-06-01 1:20,273.48832562100915
2022-06-01 1:30,275.43534085654903
2022-06-01 1:40,284.9603739244942
2022-06-01 1:50,289.30859369970415
2022-06-01 2:00,290.2585958392807
2022-06-01 2:10,290.2585958392807
2022-06-01 2:20,290.2585958392807
2022-06-01 2:30,285.90908259609546
2022-06-01 2:40,281.69184513156955
2022-06-01 2:50,277.79585736879267
2022-06-01 3:00,275.43534085654903
2022-06-01 3:10,273.3283108374512
2022-06-01 3:20,274.38965258612245
2022-06-01 3:30,274.1605462599719
2022-06-01 3:40,273.48832562100915
2022-06-01 3:50,273.48832562100915
2022-06-01 4:00,273.48832562100915
2022-06-01 4:10,273.48832562100915
2022-06-01 4:20,273.3283108374512
2022-06-01 4:30,274.025458727162
2022-06-01 4:40,274.025458727162
2022-06-01 4:50,275.43534085654903
2022-06-01 5:00,279.45234554712306
2022-06-01 5:10,279.45234554712306
2022-06-01 5:20,279.45234554712306
2022-06-01 5:30,275.43534085654903
2022-06-01 5:40,275.43534085654903
2022-06-01 5:50,274.025458727162
2022-06-01 6:00,273.48832562100915
2022-06-01 6:10,273.48832562100915
2022-06-01 6:20,273.3283108374512
2022-06-01 6:30,273.3283108374512
2022-06-01 6:40,273.639816400429
2022-06-01 6:50,273.3283108374512
2022-06-01 7:00,273.3283108374512
2022-06-01 7:10,273.3283108374512
2022-06-01 7:20,274.025458727162
2022-06-01 7:30,279.45234554712306
2022-06-01 7:40,281.69184513156955
2022-06-01 7:50,290.2585958392807
2022-06-01 8:00,285.90908259609546
2022-06-01 8:10,289.30859369970415
2022-06-01 8:20,290.1932217981891
2022-06-01 8:30,290.2585958392807
2022-06-01 8:40,290.2585958392807
2022-06-01 8:50,289.30859369970415
2022-06-01 9:00,284.9603739244942
2022-06-01 9:10,278.172309457664
2022-06-01 9:20,317.5881415509218
2022-06-01 9:30,325.31539363179195
2022-06-01 9:40,343.9871468782874
2022-06-01 9:50,366.9686283600267
2022-06-01 10:00,371.68101596414084
2022-06-01 10:10,370.79806354018984
2022-06-01 10:20,376.47404223842733
2022-06-01 10:30,355.1395281274482
2022-06-01 10:40,342.14073637148886
2022-06-01 10:50,337.2244902065265
2022-06-01 11:00,325.31539363179195
2022-06-01 11:10,319.6388619467129
2022-06-01 11:20,303.2249934437038
2022-06-01 11:30,279.45234554712306
2022-06-01 11:40,297.13594454924475
2022-06-01 11:50,316.9772784759311
2022-06-01 12:00,324.30926333909343
2022-06-01 12:10,325.5723459555913
2022-06-01 12:20,324.30926333909343
2022-06-01 12:30,318.1708147550106
2022-06-01 12:40,305.0252354494481
2022-06-01 12:50,305.0252354494481
2022-06-01 13:00,297.13594454924475
2022-06-01 13:10,284.9603739244942
2022-06-01 13:20,276.56585968477293
2022-06-01 13:30,281.69184513156955
2022-06-01 13:40,289.30859369970415
2022-06-01 13:50,296.290118588009
